Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
maharashtranews18.com,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
jmfgglwtoz.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
wvwcajatrujilllo-pe.com,0,0,1,4,0,0,0,1,0,1,0,1,1,1,1,0,1
delixx-s-school-d7b6.thinkific.com,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
consultaftr.info,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
onedrivelseeattachfile.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
att-104594-105472.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
loving-tharp.45-14-165-241.plesk.page,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
bafybeicleia5sx5elbtmg5nmrv3lwkupbji2wswwgv6i7wsenle2aphziy.ipfs.w3s.link,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
demo3.cloudwp.dev,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1
bafybeig6j5zhs5u7yhkn5kek23cbeop5pjf5as6ok4wdykl52vgdpwdeu4.ipfs.w3s.link,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1
attservicesupportaccount.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
wwwenterviacredtc.blogspot.com,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1
dpdufc.dictedis.cf,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
nlb-si-stranka.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
io-metamesk.com,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
moderndps.org,0,0,1,5,0,0,0,0,0,0,0,0,1,1,1,0,1
connexion-securise-nickel.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
ipfs.io,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,1
bit.ly,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1
centrica.com.urukgate.net,0,1,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1
basbmed.gov.bd,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,0,1
8ef31765-0798-40db-a3d8-f18d7cf8e71f.id.repl.co,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
cajatrujlllo.online,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1
gang-bystrzakow.art,0,0,1,3,0,0,0,1,0,1,0,1,1,1,1,1,1
petersenhealthcare-access-pdf.tk,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1
fb-community-standards-344255.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
9247696.filesusr.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
joatex.com.br,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1
fx164fax08022022fax-1310019602.cos.eu-frankfurt.myqcloud.com,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1
pnrnktraaw.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
porezna-uprava-f0415.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
ifibybo.cluster028.hosting.ovh.net,0,0,1,8,0,0,0,0,0,1,0,1,0,1,1,0,1
meetemusk_logx-urr.godaddysites.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
freightoinx0004.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
cynthiagomes.fr:443,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,1
825164470970050.my.id,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
naturhouse.sk,0,1,1,4,0,0,0,0,0,0,0,0,0,1,1,0,1
rcu6.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
l.wl.co,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1
url.fti.or.th,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,1
connect-niftygateway.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
forms.gle,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
mail-102371.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1
bitly.ws,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
bafybeic5c7vs2dcy3xlifm7qbu2ayf35p3ucgcqd2qwgy4myffhtjich3i.ipfs.dweb.link,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1
secure-2faupdatecoinbase.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
vystaron.ddns.info,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
app.35-72-13-210.cprapid.com,0,0,0,2,0,0,0,1,0,1,0,0,1,1,1,1,1
upceshop.cn,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
delacerralaw.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
dev-wpostalecu.pantheonsite.io,0,0,0,2,0,0,0,1,0,1,1,1,0,1,1,0,1
caseid100423982348237490.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
mez.ink,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
myappbtsecurebusiness.github.io,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
stratonowactivate.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
maintenancdigital.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
postescanada-ca-cp-en-home.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
friendsofnechockey.com,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,1
anomaliasospettaweb.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
tmsbqrgbqs.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
up2sites.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
review-appeal-status-100298742.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,1
forms.gle,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
eu2.contabostorage.com,0,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1
91.239.125.28,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,0,1
wolamnanzxha.worzooxahajg.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
afadegiorgi.it,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,1
safetyprotocolclearance.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
yahoo-106181.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
ce-synchro3.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
xsbrookshhjx.top,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
programm2inf.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
pontos2022.sslblindado.com,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
ivhzvymdq.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
plotvisualstorytellers.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1
performance-bonus-c2206.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
im-creator.com,0,0,0,3,0,0,0,1,0,0,1,1,0,1,1,0,1
galica-online.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
sbf-8fi.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
inrkynncfv.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
ff.member.garerna.vn,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1
snowy-viol.topijerami.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
dipartimento-revisone.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
ac392-track-view-mail-ups.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
47.242.13.137,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
digifloat.com,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,0,1
deblocage-service01.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
voyons-ensemble-lavenir.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
verificaextrapresta-solicitud.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
favly-pet.meduccatacama.cl,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1
b953965125a.erikthomas.be,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
deli-neftlix.donefe4329.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
mail-108118.square.site,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
att-100905.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
wlo.link,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
xn--w1ai.web.app,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1
bpnote0010.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
bitly.ws,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
allahasamain1.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
domtom01-f3c4e.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
mailsrver.contributes.rest,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1
viettel-com-dot-c2c01-531c7.uc.r.appspot.com,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
sites.google.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
f9w1lned0ruqblxi6jahwotak.filesusr.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
teleolix.tiokickrenimb.cf,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1
vsins-blltccubb-net.1gb.ru,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
99mbet.com,0,0,0,3,0,0,1,0,0,1,1,1,1,1,1,1,1
facilidade-banese.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
account-access-review.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
brookusneaker.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
authcli630-email-1nfo477.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
att-104217.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
ww-acesse-confiraonline-jan2023-sla.blogspot.com,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1
fb-businessportal.com,0,0,0,2,0,0,0,1,0,1,0,1,0,1,1,0,1
onattsbc.getform.com,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
att-104569.weeblysite.com,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
v.ht,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
axieinfinity.club,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
districtchronicles.com,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1
verificadatiutenteweb.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
sdbcverdf.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
skysat.co.id,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,0,1
2523663mpppp.hyperphp.com,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
xcib5s.webwave.dev,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
binance.info,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
opensea-app.link,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
accedi-ora-it.162-213-250-230.cprapid.com,0,0,1,2,0,0,0,1,0,1,0,0,1,1,1,1,1
suspristycoldrive.web.app,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
innovationrange.com,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1
rp-mettmask.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
track-id0909.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
solanart.lpages.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
clientevip.procuraportal.com,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
bafybeiamfmel5zwpg7oysoznf353sjtym7bpdg4ybelzzezhody57xwtne.ipfs.w3s.link,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1
mytoapartments.sk,0,0,1,4,0,0,0,0,0,0,0,1,0,1,1,0,1
apestake.co.uk,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
web3helpers.xyz,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
roundcubemiinday0005.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
zonasegura.cajatrujillo.com.pe.sudesteelevadores.com.br,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
sites.google.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,1
allworldmemorabilia.com,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1
v5office365-owa6878.microsoftdynamics.workers.dev,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
accesso.clienti.sicuro.eshteghalepaydar.ir,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1
officefb29834fbf4af23a36ffa26cb28ff052fb29834fbf4af23a36ffa51af.marknoswmail.workers.dev,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1
vimted56market.8743121.xyz,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
syac-5n.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
vvwcmactacna.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
esim-sfr.eu,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
bruniybenji.cl,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1
us.sheinpro.top,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1
hard.magner.top,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
dev-caissepewebespace.pantheonsite.io,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1
fjjfjdf.sitey.me,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
bpsync2.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
konfirmasifb2022.wixsite.com,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1
actanacimiento.com.mx,0,0,1,4,0,0,0,0,0,0,0,1,1,1,1,1,1
ptiite.nifty-keller.45-66-230-167.plesk.page,0,0,1,5,0,0,0,1,0,1,1,1,1,1,1,1,1
smbc-a17.shop,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
opensea.io.offer.giacotex.cl,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
app-notificattionspagee.lemkx9tlr3-ypj68pd7e3l2.p.temp-site.link,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1
cityloft.tn,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
bper-aggiornare-cliente.postservapp.com,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
selrdcqfmm.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
coin98n.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
commn-auth0.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
puncaekswap.lat,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
yhmailllllerrrlll.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
rchuhedckt.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
diseyco.com.co,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1
mcon1oscnaoseunsfo.ho12mocsmasuenb.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
lokpiii.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
protocolpikaprotocol.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
1102345903745pgsbsnssrsctds4pu12vltns.co.vu,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
hbepd.formatdue.top,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
coiinnbbaseeeproologiinnn.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
centrostudicede.com,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,1
succesjuissif.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
p4geseprot2023s12rvic36s4curity.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
30horasonline.shop,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
shinafrica.org,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
samsatbali.com,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
petersenhealthcare-access-pdf.gq,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,0,1
nt436677.22web.org,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
agence-secur.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
myetherwalleten.cc,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
esssschhh.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
yahmail7.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
ho4b5pwjxu63b30d507879d.winkaros.ru,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
authentification-18547.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
pushtanonline.de,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
phpp7kgdvy63b42ae9a42d1.pacificx.ru,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1
amzanao.co.ip.natoion.shop,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
rarita.it,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
mdtravel.ro,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1
b4e921f0.sso-mailsrvr-4344e5teed.pages.dev,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
s.eskus-rceu.icu,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1
miseenjourdigitalisation2023.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
3455676868234234--ss2357889078.repl.co,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
security-sfr.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
unaisiwalplog.azurewebsites.net,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
cubbychase5k10k.org,0,1,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1
wrgf3er5t98-g8hyfw-e089fjdcw-0dgf-0wegf-0gd.obs.ap-southeast-1.myhuaweicloud.com,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1
krakben.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
hy-xi1.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
wizardly-pare.45-81-232-18.plesk.page,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
dropbox7.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
fb-restriction-case-bd084.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
facilidade-cliente-banese.blogspot.com,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
givingcheerfulinsurance--78541552.repl.co,0,0,1,2,0,0,0,1,0,0,1,1,1,1,1,0,1
134.122.188.211,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
buff-163o.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
fleek.ipfs.io,0,0,1,3,0,0,0,0,0,1,0,1,0,1,1,0,1
34535345353--0989079.repl.co,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
attitude.mx,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,1
raspy-snowflake-be2d.noveneja.workers.dev,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
sbu-7vc.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
mxtkkh79df637a616f5d109.repstara.ru,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
my-business-109753-102805.square.site,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
tornillosymaquinados.com,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1,1
outlooksotf_cln_mailcln.filesusr.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,1
preventingoverdiagnosis.net,0,1,1,2,0,0,0,0,0,0,1,1,0,1,1,0,1
forms.gle,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
wordpress-930930-3230993.cloudwaysapps.com,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1
girls-tube.mobi,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
at0.srev.workers.dev,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
nedbnkverrification.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
attbellsouthh.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
objectstorage.ap-tokyo-1.oraclecloud.com,0,1,1,6,0,0,0,1,0,1,0,1,0,1,1,0,1
studentfinance-help.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
cm.naukri.com,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1
fdgdf11.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
my.visme.co,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,1
southamerica-east1-noted-minutia-330211.cloudfunctions.net,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1
elomo.ro,0,0,1,5,0,0,0,0,0,1,0,0,0,1,1,0,1
information24.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
is.gd,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1
ridgelandfarm.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,0,1
brandee6f94.myportfolio.com,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
hgjghgyug.seguridadatala.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
outlook230.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
tribelio.page,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
ovh-link.firebaseapp.com,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
0800dinamica-activar-inmediato-red.1920273.repl.co,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1
facebook-help-70074128541707.web.app,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1
arraydesignhouse.com,0,0,0,3,0,0,0,0,0,1,1,1,0,1,1,0,1
io-opensea.net,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
promeriic-enliinea.com,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
139-144-35-136.ip.linodeusercontent.com,0,0,1,2,0,0,1,1,0,1,0,1,0,1,1,0,1
exchangeeverything.americommerce.com,0,0,1,2,0,0,0,0,0,0,0,1,0,1,1,0,1
dev.alljobs.askoli.co.il,0,0,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,1
qontomsg07.firebaseapp.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
clblink.live,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
jay-tees.com,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1
0lx-delivery.5343421.xyz,0,0,1,3,0,0,0,1,0,1,1,1,1,1,1,1,1
vepipi2002.temp.swtest.ru,0,0,1,5,0,0,0,0,0,0,0,1,0,1,1,0,1
test.infor.speakdemo.nl,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
pay-la-hsg.top,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1
maxydor.com,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,1
description-session2025.firebaseapp.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
baradua.it,0,0,1,6,0,0,0,0,0,0,0,0,0,1,1,0,1
porezna-uprava-5e120.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
delurinoveciribe.itsaol.com,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,1
banco4345.bancoombia.repl.co,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
sbf-1ak.web.app,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
zid.sitify.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
grizly.fi,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
go-koyamaton-co.caevmee.cn,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
ipfs.fleek.co,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1,1
drophencpaymentajnffjhifjf.godaddysites.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
tngcorp.top,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
small.cat,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
domappcheckomeg29.web.app,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
we6mo1oq3c6c.movea-med.de,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
slgnln-att-dynamics-iamlrr-lrrcontroler.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1
srv185077.hoster-test.ru,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
ing.esp-clientes.co,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1
